[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [INSTRUMENT_NAME], [BASE_CURRENCY], [CONTRACT_SIZE], [UNDERLYING_INDEX], [UNDERLYING_PRICE], [EXPIRY_DATE], [EXPIRY_UNIX], [EXPIRY_TIME], [DTE], [OPTION_RIGHT], [STRIKE], [BID_SIZE], [BID_PRICE], [ASK_PRICE], [ASK_SIZE], [OPEN_INTEREST], [VOLUME], [DELTA], [GAMMA], [VEGA], [THETA], [RHO], [MARK_IV], [STRIKE_DISTANCE_PCT]
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-28000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34123.410000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 28000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.127320, 126.990000, 0.179540
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-28000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34130.600000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 28000.000000, 0.000000, 0.000000, 0.000500, 37.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 126.920000, 0.179640
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-30000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34138.850000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 30000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000030, -0.001990, 0.136990, 126.820000, 0.121370
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-30000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34122.210000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 30000.000000, 0.000000, 0.000000, 0.000500, 34.500000, 78.700000, 2.500000, 0.000000, 0.000000, 0.000030, -0.000160, 0.000000, 126.870000, 0.120900
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-31000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34131.290000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 31000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.999820, 0.000000, 0.004940, -0.312480, 0.141520, 126.560000, 0.091890
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-31000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34135.900000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 31000.000000, 0.000000, 0.000000, 0.000500, 34.100000, 53.100000, 54.300000, -0.000170, 0.000000, 0.004860, -0.039720, -0.000030, 126.580000, 0.092020
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-32000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34118.260000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 32000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 0.991650, 0.000020, 0.165610, -10.459080, 0.144200, 126.310000, 0.062190
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-32000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34117.390000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 32000.000000, 0.000000, 0.000000, 0.000500, 33.000000, 34.300000, 41.000000, -0.008410, 0.000020, 0.167060, -2.595030, -0.001320, 126.140000, 0.062290
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-33000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34140.350000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 33000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.100000, 0.100000, 0.899670, 0.000190, 1.283440, -80.571260, 0.134840, 125.560000, 0.033530
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-33000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34140.330000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 33000.000000, 1.000000, 0.001000, 0.002000, 38.900000, 64.600000, 79.500000, -0.100350, 0.000190, 1.283580, -44.037260, -0.015840, 125.560000, 0.033500
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-34000-C, BTC, 1.000000, SYN.BTC-1JUL21, 34123.920000, 2021-07-01, 1625126400, 4.000000, 0.166130, call, 34000.000000, 10.000000, 0.009500, 0.011500, 3.100000, 29.500000, 71.800000, 0.569460, 0.000520, 2.864810, -148.781200, 0.087050, 103.870000, 0.003560
1625112046, 2021-07-01 00:00, 2021-07-01, 0.000000, BTC-1JUL21-34000-P, BTC, 1.000000, SYN.BTC-1JUL21, 34123.920000, 2021-07-01, 1625126400, 4.000000, 0.166130, put, 34000.000000, 22.000000, 0.006500, 0.008000, 0.500000, 109.800000, 116.300000, -0.430540, 0.000520, 2.864810, -148.781200, -0.068200, 103.870000, 0.003560
