date,price
5/12/2022,28713.14
5/11/2022,28741.13
5/10/2022,30772.94
5/9/2022,31107.83
5/8/2022,34271.71
5/7/2022,35043.2
5/6/2022,35990.88
5/5/2022,36221.6
5/4/2022,39681.99
5/3/2022,37738.11
5/2/2022,38577.47
5/1/2022,38301.84
4/30/2022,38255.58
4/29/2022,38609.67
4/28/2022,39785.67
4/27/2022,39069.58
4/26/2022,38228.64
4/25/2022,40358.2
4/24/2022,39563.49
4/23/2022,39811.84
4/22/2022,39720.8
4/21/2022,40428.25
4/20/2022,41495.71
4/19/2022,41402.28
4/18/2022,40924.93
4/17/2022,39996.41
4/16/2022,40432.42
4/15/2022,40485.77
4/14/2022,39837.6
4/13/2022,41292.54
4/12/2022,39847.46
4/11/2022,39780.38
4/10/2022,42160.59
4/9/2022,42555.4
4/8/2022,42326.83
4/7/2022,43634.2
4/6/2022,43530.71
4/5/2022,45870.94
4/4/2022,46699.39
4/3/2022,46695.99
4/2/2022,46129.8
4/1/2022,46397.61
3/31/2022,45819.66
3/30/2022,47103.64
3/29/2022,47406.67
3/28/2022,47544.26
3/27/2022,46623.62
3/26/2022,44399.65
3/25/2022,44306.71
3/24/2022,43991.06
3/23/2022,42529.28
3/22/2022,42540.07
3/21/2022,41139.69
3/20/2022,41429.87
3/19/2022,41978.69
3/18/2022,41731.72
3/17/2022,41018.24
3/16/2022,40908.71
3/15/2022,39489.35
3/14/2022,39328.11
3/13/2022,37748.4
3/12/2022,39114.89
3/11/2022,38928.08
3/10/2022,39461.16
3/9/2022,41903.08
3/8/2022,38572.71
3/7/2022,38218.1
3/6/2022,38988.37
3/5/2022,39458.56
3/4/2022,39015.09
3/3/2022,42507.4
3/2/2022,44110.83
3/1/2022,44193.59
2/28/2022,43010.12
2/27/2022,37835.02
2/26/2022,39166.5
2/25/2022,39462.38
2/24/2022,37870.32
2/23/2022,37666.91
2/22/2022,37916.05
2/21/2022,37568.03
2/20/2022,38852.93
2/19/2022,40047.35
2/18/2022,39971.41
2/17/2022,40744.47
2/16/2022,44035.47
2/15/2022,44186.35
2/14/2022,42697.06
2/13/2022,42401.46
2/12/2022,42210.29
2/11/2022,42170.82
2/10/2022,43980.02
2/9/2022,44603.59
2/8/2022,44109.64
2/7/2022,44117.35
2/6/2022,41617.82
2/5/2022,41609
2/4/2022,40661.29
2/3/2022,36964.03
2/2/2022,37043.41
2/1/2022,38724.18
1/31/2022,38442.88
1/30/2022,37802.66
1/29/2022,38165.71
1/28/2022,37694.73
1/27/2022,36730.45
1/26/2022,36554.54
1/25/2022,36815.28
1/24/2022,36415.36
1/23/2022,35532.31
1/22/2022,34888.27
1/21/2022,36155.72
1/20/2022,41182.43
1/19/2022,42002.21
1/18/2022,42504.04
1/17/2022,42099.02
1/16/2022,43229
1/15/2022,43281.06
1/14/2022,43298.03
1/13/2022,42612.28
1/12/2022,43853.75
1/11/2022,42731.75
1/10/2022,41624.37
1/9/2022,42200.26
1/8/2022,41938.47
1/7/2022,41544.16
1/6/2022,43175.08
1/5/2022,43458.09
1/4/2022,46173.6
1/3/2022,46230.25
1/2/2022,47269.93
1/1/2022,47446.98
12/31/2021,46320.28
12/30/2021,47071.54
12/29/2021,47303.03
12/28/2021,47679.6
12/27/2021,51039.99
12/26/2021,51006.02
12/25/2021,50641.44
12/24/2021,50785.65
12/23/2021,50801.84
12/22/2021,49003.17
12/21/2021,49295
12/20/2021,46782.64
12/19/2021,47342.3
12/18/2021,46807.54
12/17/2021,46569.04
12/16/2021,47829.06
12/15/2021,48758.66
12/14/2021,48301.14
12/13/2021,46916.36
12/12/2021,50314.79
12/11/2021,48839.81
12/10/2021,47529.08
12/9/2021,47917.81
12/8/2021,50247.47
12/7/2021,50296.6
12/6/2021,50842.34
12/5/2021,49336.32
12/4/2021,49297.03
12/3/2021,53442.06
12/2/2021,56913.22
12/1/2021,57101.6
