date,price
4/8/2014,126.09
4/9/2014,126.32
4/10/2014,127.01
4/11/2014,126.93
4/14/2014,127.85
4/15/2014,125.49
4/16/2014,125.54
4/17/2014,124.75
4/21/2014,124.24
4/22/2014,123.78
4/23/2014,123.76
4/24/2014,124.56
4/25/2014,125.43
4/28/2014,124.88
4/29/2014,124.86
4/30/2014,124.22
5/1/2014,123.8
5/2/2014,125.06
5/5/2014,126.22
5/6/2014,125.98
5/7/2014,124.17
5/8/2014,124.17
5/9/2014,124.1
5/12/2014,124.94
5/13/2014,124.6
5/14/2014,125.81
5/15/2014,124.77
5/16/2014,124.5
5/19/2014,124.58
5/20/2014,124.69
5/21/2014,124.39
5/22/2014,124.67
5/23/2014,124.51
5/27/2014,121.85
5/28/2014,121.2
5/29/2014,120.94
5/30/2014,120.43
6/2/2014,119.7
6/3/2014,120.01
6/4/2014,119.76
6/5/2014,120.66
6/6/2014,120.61
6/9/2014,120.65
6/10/2014,121.39
6/11/2014,121.41
6/12/2014,122.64
6/13/2014,122.96
6/16/2014,122.42
6/17/2014,122.28
6/18/2014,122.67
6/19/2014,126.94
6/20/2014,126.5
6/23/2014,126.85
6/24/2014,126.98
6/25/2014,126.99
6/26/2014,126.73
6/27/2014,126.66
6/30/2014,128.04
7/1/2014,127.7
7/2/2014,127.7
7/3/2014,127.16
7/7/2014,127.02
7/8/2014,127.07
7/9/2014,127.84
7/10/2014,128.54
7/11/2014,128.78
7/14/2014,125.72
7/15/2014,124.53
7/16/2014,124.97
7/17/2014,127.0899
7/18/2014,126.13
7/21/2014,126.34
7/22/2014,125.74
7/23/2014,125.62
7/24/2014,124.35
7/25/2014,125.791
7/28/2014,125.58
7/29/2014,125.2
7/30/2014,124.83
7/31/2014,123.39
8/1/2014,124.38
8/4/2014,123.99
8/5/2014,123.87
8/6/2014,125.67
8/7/2014,126.18
8/8/2014,126.19
8/11/2014,125.96
8/12/2014,125.99
8/13/2014,126.2
8/14/2014,126.31
8/15/2014,125.483
8/18/2014,124.96
8/19/2014,124.68
8/20/2014,124.22
8/21/2014,122.88
8/22/2014,123.19
8/25/2014,122.74
8/26/2014,123.35
8/27/2014,123.3199
8/28/2014,124
8/29/2014,123.86
9/2/2014,121.65
9/3/2014,122.15
9/4/2014,121.48
9/5/2014,122.06
9/8/2014,120.73
9/9/2014,120.87
9/10/2014,120.26
9/11/2014,119.472
9/12/2014,118.38
9/15/2014,118.64
9/16/2014,118.83
9/17/2014,117.54
9/18/2014,117.78
9/19/2014,117.09
9/22/2014,116.85
9/23/2014,117.6
9/24/2014,117.05
9/25/2014,117.39
9/26/2014,117.06
9/29/2014,117.03
9/30/2014,116.21
10/1/2014,116.77
10/2/2014,116.74
10/3/2014,114.61
10/6/2014,116.03
10/7/2014,116.36
10/8/2014,117.4701
10/9/2014,117.64
10/10/2014,117.59
10/13/2014,118.52
10/14/2014,118.59
10/15/2014,118.99
10/16/2014,119.22
10/17/2014,118.99
10/20/2014,119.8
10/21/2014,120.02
10/22/2014,119.34
10/23/2014,118.52
10/24/2014,118.35
10/27/2014,118.06
10/28/2014,118.1
10/29/2014,116.41
10/30/2014,115.19
10/31/2014,112.66
11/3/2014,112.15
11/4/2014,112.22
11/5/2014,109.79
11/6/2014,109.88
11/7/2014,112.97
11/10/2014,110.46
11/11/2014,112.04
11/12/2014,111.5
11/13/2014,111.67
11/14/2014,114.47
11/17/2014,114.05
11/18/2014,115.05
11/19/2014,113.68
11/20/2014,114.86
11/21/2014,115.39
11/24/2014,115.11
11/25/2014,115.38
11/26/2014,115.16
11/28/2014,112.11
12/1/2014,116.58
12/2/2014,115.14
12/3/2014,116.33
12/4/2014,115.88
12/5/2014,114.43
12/8/2014,115.78
12/9/2014,118.19
12/10/2014,117.96
12/11/2014,117.69
12/12/2014,117.41
12/15/2014,114.39
12/16/2014,114.95
12/17/2014,114.27
12/18/2014,115.15
12/19/2014,114.77
12/22/2014,112.55
12/23/2014,112.74
12/24/2014,112.77
12/26/2014,114.83
12/29/2014,113.67
12/30/2014,115.2
12/31/2014,113.58
1/2/2015,114.08
1/5/2015,115.8
1/6/2015,117.12
1/7/2015,116.43
1/8/2015,115.94
1/9/2015,117.26
1/12/2015,118.56
1/13/2015,118.16
1/14/2015,117.97
1/15/2015,120.94
1/16/2015,122.52
1/20/2015,124.2
